Health_Center_Name,City,State,County,Year,Abr,Total_Patients,Children,Adults_under_65,Older_Adults,Racial_Ethnic_Minority,Hispanic_Latino_Ethnicity,African_American,Asian,American_Indian_Alaskan_Native,Native_Hawaiian_Other_Pacific_Islander,More_than_one_race,Best_Served_in_another_language,Patients_at_or_below_200Pct_Poverty,Patients_at_or_below_100Pct_Poverty,Uninsured,Medicaid_CHIP,Medicare,Other_Third_Party,Medical_Services,Dental_Services,Mental_Health_Services,Substance_Abuse_Services,Vision_Services,Enabling_Services,Pct_Pts_with_Hypertension,Pct_Pts_with_Diabetes,Pct_Pts_with_Asthma,Pct_Pts_with_HIV,Prenatal_Patients,Prenatal_Patients_who_delivered,Acces_to_Prenatal_Care,Pct_Births_with_Low_Birth_Weight,Cervical_Cancer_Screening,Adolescent_Weight_Screening_and_Follow Up,Adult_Weight_Screening_and_Follow Up,Colorectal_Cancer_Screening,Childhood_Immunization,Appropriate_Asthma_Treatment_Plan,Cholesterol_Treatment_Lipid_Therapy_CAD,Heart_Attack_Stroke_Treatment_Aspirin_IVD,Blood_Pressure_Control,Total_Cost_per_Patient,Health Center Type,Health Center Location Type,Health Center Location Setting
"FAMILY HEALTH CENTER, INC.",KALAMAZOO,Michigan,Kalamazoo,2018,MI,31875,0.32238429999999996,0.6332549,0.04436078,0.5535498000000001,0.10422060000000001,0.45080070000000005,0.009564994,0.002711914,0.001282662,0.02360098,0.07203137,0.9610315999999999,0.7657154,0.1764078,0.5838431,0.08950588,0.1502431,0.9197593000000001,0.06388396,0.01334774,0.00023146400000000002,0.0,0.0475272,0.29881729999999995,0.13030339999999999,0.07384111,0.0018298260000000001,443,295,0.7336343000000001,0.08270676,0.646204,0.6142857,0.7612079,0.4880306,0.2433962,0.8196481,0.7266187,0.7816666999999999,0.424231,923.0244,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"FAMILY HEALTH CENTER, INC.",KALAMAZOO,Michigan,Kalamazoo,2018,MI,31875,0.32238429999999996,0.6332549,0.04436078,0.5535498000000001,0.10422060000000001,0.45080070000000005,0.009564994,0.002711914,0.001282662,0.02360098,0.07203137,0.9610315999999999,0.7657154,0.1764078,0.5838431,0.08950588,0.1502431,0.9197593000000001,0.06388396,0.01334774,0.00023146400000000002,0.0,0.0475272,0.29881729999999995,0.13030339999999999,0.07384111,0.0018298260000000001,443,295,0.7336343000000001,0.08270676,0.646204,0.6142857,0.7612079,0.4880306,0.2433962,0.8196481,0.7266187,0.7816666999999999,0.424231,923.0244,Service Delivery Site,Permanent,All Other Clinic Types
"FAMILY HEALTH CENTER, INC.",KALAMAZOO,Michigan,Kalamazoo,2018,MI,31875,0.32238429999999996,0.6332549,0.04436078,0.5535498000000001,0.10422060000000001,0.45080070000000005,0.009564994,0.002711914,0.001282662,0.02360098,0.07203137,0.9610315999999999,0.7657154,0.1764078,0.5838431,0.08950588,0.1502431,0.9197593000000001,0.06388396,0.01334774,0.00023146400000000002,0.0,0.0475272,0.29881729999999995,0.13030339999999999,0.07384111,0.0018298260000000001,443,295,0.7336343000000001,0.08270676,0.646204,0.6142857,0.7612079,0.4880306,0.2433962,0.8196481,0.7266187,0.7816666999999999,0.424231,633.1578,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"FAMILY HEALTH CENTER, INC.",KALAMAZOO,Michigan,Kalamazoo,2018,MI,31875,0.32238429999999996,0.6332549,0.04436078,0.5535498000000001,0.10422060000000001,0.45080070000000005,0.009564994,0.002711914,0.001282662,0.02360098,0.07203137,0.9610315999999999,0.7657154,0.1764078,0.5838431,0.08950588,0.1502431,0.9197593000000001,0.06388396,0.01334774,0.00023146400000000002,0.0,0.0475272,0.29881729999999995,0.13030339999999999,0.07384111,0.0018298260000000001,443,295,0.7336343000000001,0.08270676,0.646204,0.6142857,0.7612079,0.4880306,0.2433962,0.8196481,0.7266187,0.7816666999999999,0.424231,633.1578,Service Delivery Site,Permanent,All Other Clinic Types
"FAMILY HEALTH CENTER, INC.",KALAMAZOO,Michigan,Kalamazoo,2018,MI,31875,0.32238429999999996,0.6332549,0.04436078,0.5535498000000001,0.10422060000000001,0.45080070000000005,0.009564994,0.002711914,0.001282662,0.02360098,0.07203137,0.9610315999999999,0.7657154,0.1764078,0.5838431,0.08950588,0.1502431,0.9197593000000001,0.06388396,0.01334774,0.00023146400000000002,0.0,0.0475272,0.34466220000000003,0.3111534,0.04269776,0.0033554229999999997,436,208,0.7912844,0.1989796,0.9311700999999999,0.9799113000000002,0.9907209000000001,0.175,0.6196079000000001,0.9325843,0.8214286,0.68,0.5829535,927.7413,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"FAMILY HEALTH CENTER, INC.",KALAMAZOO,Michigan,Kalamazoo,2018,MI,31875,0.32238429999999996,0.6332549,0.04436078,0.5535498000000001,0.10422060000000001,0.45080070000000005,0.009564994,0.002711914,0.001282662,0.02360098,0.07203137,0.9610315999999999,0.7657154,0.1764078,0.5838431,0.08950588,0.1502431,0.9197593000000001,0.06388396,0.01334774,0.00023146400000000002,0.0,0.0475272,0.34466220000000003,0.3111534,0.04269776,0.0033554229999999997,436,208,0.7912844,0.1989796,0.9311700999999999,0.9799113000000002,0.9907209000000001,0.175,0.6196079000000001,0.9325843,0.8214286,0.68,0.5829535,927.7413,Service Delivery Site,Permanent,All Other Clinic Types
"FAMILY HEALTH CENTER, INC.",KALAMAZOO,Michigan,Kalamazoo,2018,MI,31875,0.32238429999999996,0.6332549,0.04436078,0.5535498000000001,0.10422060000000001,0.45080070000000005,0.009564994,0.002711914,0.001282662,0.02360098,0.07203137,0.9610315999999999,0.7657154,0.1764078,0.5838431,0.08950588,0.1502431,0.9197593000000001,0.06388396,0.01334774,0.00023146400000000002,0.0,0.0475272,0.34466220000000003,0.3111534,0.04269776,0.0033554229999999997,436,208,0.7912844,0.1989796,0.9311700999999999,0.9799113000000002,0.9907209000000001,0.175,0.6196079000000001,0.9325843,0.8214286,0.68,0.5829535,923.0244,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"FAMILY HEALTH CENTER, INC.",KALAMAZOO,Michigan,Kalamazoo,2018,MI,31875,0.32238429999999996,0.6332549,0.04436078,0.5535498000000001,0.10422060000000001,0.45080070000000005,0.009564994,0.002711914,0.001282662,0.02360098,0.07203137,0.9610315999999999,0.7657154,0.1764078,0.5838431,0.08950588,0.1502431,0.9197593000000001,0.06388396,0.01334774,0.00023146400000000002,0.0,0.0475272,0.34466220000000003,0.3111534,0.04269776,0.0033554229999999997,436,208,0.7912844,0.1989796,0.9311700999999999,0.9799113000000002,0.9907209000000001,0.175,0.6196079000000001,0.9325843,0.8214286,0.68,0.5829535,923.0244,Service Delivery Site,Permanent,All Other Clinic Types
"FAMILY HEALTH CENTER, INC.",KALAMAZOO,Michigan,Kalamazoo,2018,MI,31875,0.32238429999999996,0.6332549,0.04436078,0.5535498000000001,0.10422060000000001,0.45080070000000005,0.009564994,0.002711914,0.001282662,0.02360098,0.07203137,0.9610315999999999,0.7657154,0.1764078,0.5838431,0.08950588,0.1502431,0.9197593000000001,0.06388396,0.01334774,0.00023146400000000002,0.0,0.0475272,0.34466220000000003,0.3111534,0.04269776,0.0033554229999999997,436,208,0.7912844,0.1989796,0.9311700999999999,0.9799113000000002,0.9907209000000001,0.175,0.6196079000000001,0.9325843,0.8214286,0.68,0.5829535,633.1578,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"FAMILY HEALTH CENTER, INC.",KALAMAZOO,Michigan,Kalamazoo,2018,MI,31875,0.32238429999999996,0.6332549,0.04436078,0.5535498000000001,0.10422060000000001,0.45080070000000005,0.009564994,0.002711914,0.001282662,0.02360098,0.07203137,0.9610315999999999,0.7657154,0.1764078,0.5838431,0.08950588,0.1502431,0.9197593000000001,0.06388396,0.01334774,0.00023146400000000002,0.0,0.0475272,0.34466220000000003,0.3111534,0.04269776,0.0033554229999999997,436,208,0.7912844,0.1989796,0.9311700999999999,0.9799113000000002,0.9907209000000001,0.175,0.6196079000000001,0.9325843,0.8214286,0.68,0.5829535,633.1578,Service Delivery Site,Permanent,All Other Clinic Types
"FAMILY HEALTH CENTER, INC.",KALAMAZOO,Michigan,Kalamazoo,2018,MI,31875,0.32238429999999996,0.6332549,0.04436078,0.5535498000000001,0.10422060000000001,0.45080070000000005,0.009564994,0.002711914,0.001282662,0.02360098,0.07203137,0.9440811,0.8261119,0.4292879,0.3294499,0.09497724,0.146285,0.8968258,0.13996129999999998,0.07417304,0.01211647,0.0,0.06926657,0.2832159,0.1359062,0.05501759,0.0023116639999999997,1166,699,0.6972556,0.09659091,0.5585998999999999,0.7964979999999999,0.7693924,0.4542454000000001,0.5346386,0.9778761,0.8987341999999999,0.8554360999999999,0.6313989000000001,927.7413,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"FAMILY HEALTH CENTER, INC.",KALAMAZOO,Michigan,Kalamazoo,2018,MI,31875,0.32238429999999996,0.6332549,0.04436078,0.5535498000000001,0.10422060000000001,0.45080070000000005,0.009564994,0.002711914,0.001282662,0.02360098,0.07203137,0.9440811,0.8261119,0.4292879,0.3294499,0.09497724,0.146285,0.8968258,0.13996129999999998,0.07417304,0.01211647,0.0,0.06926657,0.2832159,0.1359062,0.05501759,0.0023116639999999997,1166,699,0.6972556,0.09659091,0.5585998999999999,0.7964979999999999,0.7693924,0.4542454000000001,0.5346386,0.9778761,0.8987341999999999,0.8554360999999999,0.6313989000000001,927.7413,Service Delivery Site,Permanent,All Other Clinic Types
"FAMILY HEALTH CENTER, INC.",KALAMAZOO,Michigan,Kalamazoo,2018,MI,31875,0.32238429999999996,0.6332549,0.04436078,0.5535498000000001,0.10422060000000001,0.45080070000000005,0.009564994,0.002711914,0.001282662,0.02360098,0.07203137,0.9440811,0.8261119,0.4292879,0.3294499,0.09497724,0.146285,0.8968258,0.13996129999999998,0.07417304,0.01211647,0.0,0.06926657,0.2832159,0.1359062,0.05501759,0.0023116639999999997,1166,699,0.6972556,0.09659091,0.5585998999999999,0.7964979999999999,0.7693924,0.4542454000000001,0.5346386,0.9778761,0.8987341999999999,0.8554360999999999,0.6313989000000001,923.0244,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"FAMILY HEALTH CENTER, INC.",KALAMAZOO,Michigan,Kalamazoo,2018,MI,31875,0.32238429999999996,0.6332549,0.04436078,0.5535498000000001,0.10422060000000001,0.45080070000000005,0.009564994,0.002711914,0.001282662,0.02360098,0.07203137,0.9440811,0.8261119,0.4292879,0.3294499,0.09497724,0.146285,0.8968258,0.13996129999999998,0.07417304,0.01211647,0.0,0.06926657,0.2832159,0.1359062,0.05501759,0.0023116639999999997,1166,699,0.6972556,0.09659091,0.5585998999999999,0.7964979999999999,0.7693924,0.4542454000000001,0.5346386,0.9778761,0.8987341999999999,0.8554360999999999,0.6313989000000001,923.0244,Service Delivery Site,Permanent,All Other Clinic Types
"FAMILY HEALTH CENTER, INC.",KALAMAZOO,Michigan,Kalamazoo,2018,MI,31875,0.32238429999999996,0.6332549,0.04436078,0.5535498000000001,0.10422060000000001,0.45080070000000005,0.009564994,0.002711914,0.001282662,0.02360098,0.07203137,0.9440811,0.8261119,0.4292879,0.3294499,0.09497724,0.146285,0.8968258,0.13996129999999998,0.07417304,0.01211647,0.0,0.06926657,0.2832159,0.1359062,0.05501759,0.0023116639999999997,1166,699,0.6972556,0.09659091,0.5585998999999999,0.7964979999999999,0.7693924,0.4542454000000001,0.5346386,0.9778761,0.8987341999999999,0.8554360999999999,0.6313989000000001,633.1578,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"FAMILY HEALTH CENTER, INC.",KALAMAZOO,Michigan,Kalamazoo,2018,MI,31875,0.32238429999999996,0.6332549,0.04436078,0.5535498000000001,0.10422060000000001,0.45080070000000005,0.009564994,0.002711914,0.001282662,0.02360098,0.07203137,0.9440811,0.8261119,0.4292879,0.3294499,0.09497724,0.146285,0.8968258,0.13996129999999998,0.07417304,0.01211647,0.0,0.06926657,0.2832159,0.1359062,0.05501759,0.0023116639999999997,1166,699,0.6972556,0.09659091,0.5585998999999999,0.7964979999999999,0.7693924,0.4542454000000001,0.5346386,0.9778761,0.8987341999999999,0.8554360999999999,0.6313989000000001,633.1578,Service Delivery Site,Permanent,All Other Clinic Types
"FAMILY HEALTH CENTER, INC.",KALAMAZOO,Michigan,Kalamazoo,2018,MI,31875,0.32238429999999996,0.6332549,0.04436078,0.5535498000000001,0.10422060000000001,0.45080070000000005,0.009564994,0.002711914,0.001282662,0.02360098,0.07203137,0.9440811,0.8261119,0.4292879,0.3294499,0.09497724,0.146285,0.8968258,0.13996129999999998,0.07417304,0.01211647,0.0,0.06926657,0.29881729999999995,0.13030339999999999,0.07384111,0.0018298260000000001,443,295,0.7336343000000001,0.08270676,0.646204,0.6142857,0.7612079,0.4880306,0.2433962,0.8196481,0.7266187,0.7816666999999999,0.424231,927.7413,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"FAMILY HEALTH CENTER, INC.",KALAMAZOO,Michigan,Kalamazoo,2018,MI,31875,0.32238429999999996,0.6332549,0.04436078,0.5535498000000001,0.10422060000000001,0.45080070000000005,0.009564994,0.002711914,0.001282662,0.02360098,0.07203137,0.9440811,0.8261119,0.4292879,0.3294499,0.09497724,0.146285,0.8968258,0.13996129999999998,0.07417304,0.01211647,0.0,0.06926657,0.29881729999999995,0.13030339999999999,0.07384111,0.0018298260000000001,443,295,0.7336343000000001,0.08270676,0.646204,0.6142857,0.7612079,0.4880306,0.2433962,0.8196481,0.7266187,0.7816666999999999,0.424231,927.7413,Service Delivery Site,Permanent,All Other Clinic Types
"FAMILY HEALTH CENTER, INC.",KALAMAZOO,Michigan,Kalamazoo,2018,MI,31875,0.32238429999999996,0.6332549,0.04436078,0.5535498000000001,0.10422060000000001,0.45080070000000005,0.009564994,0.002711914,0.001282662,0.02360098,0.07203137,0.9440811,0.8261119,0.4292879,0.3294499,0.09497724,0.146285,0.8968258,0.13996129999999998,0.07417304,0.01211647,0.0,0.06926657,0.29881729999999995,0.13030339999999999,0.07384111,0.0018298260000000001,443,295,0.7336343000000001,0.08270676,0.646204,0.6142857,0.7612079,0.4880306,0.2433962,0.8196481,0.7266187,0.7816666999999999,0.424231,923.0244,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"FAMILY HEALTH CENTER, INC.",KALAMAZOO,Michigan,Kalamazoo,2018,MI,31875,0.32238429999999996,0.6332549,0.04436078,0.5535498000000001,0.10422060000000001,0.45080070000000005,0.009564994,0.002711914,0.001282662,0.02360098,0.07203137,0.9440811,0.8261119,0.4292879,0.3294499,0.09497724,0.146285,0.8968258,0.13996129999999998,0.07417304,0.01211647,0.0,0.06926657,0.29881729999999995,0.13030339999999999,0.07384111,0.0018298260000000001,443,295,0.7336343000000001,0.08270676,0.646204,0.6142857,0.7612079,0.4880306,0.2433962,0.8196481,0.7266187,0.7816666999999999,0.424231,923.0244,Service Delivery Site,Permanent,All Other Clinic Types
"FAMILY HEALTH CENTER, INC.",KALAMAZOO,Michigan,Kalamazoo,2018,MI,31875,0.32238429999999996,0.6332549,0.04436078,0.5535498000000001,0.10422060000000001,0.45080070000000005,0.009564994,0.002711914,0.001282662,0.02360098,0.07203137,0.9440811,0.8261119,0.4292879,0.3294499,0.09497724,0.146285,0.8968258,0.13996129999999998,0.07417304,0.01211647,0.0,0.06926657,0.29881729999999995,0.13030339999999999,0.07384111,0.0018298260000000001,443,295,0.7336343000000001,0.08270676,0.646204,0.6142857,0.7612079,0.4880306,0.2433962,0.8196481,0.7266187,0.7816666999999999,0.424231,633.1578,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"FAMILY HEALTH CENTER, INC.",KALAMAZOO,Michigan,Kalamazoo,2018,MI,31875,0.32238429999999996,0.6332549,0.04436078,0.5535498000000001,0.10422060000000001,0.45080070000000005,0.009564994,0.002711914,0.001282662,0.02360098,0.07203137,0.9440811,0.8261119,0.4292879,0.3294499,0.09497724,0.146285,0.8968258,0.13996129999999998,0.07417304,0.01211647,0.0,0.06926657,0.29881729999999995,0.13030339999999999,0.07384111,0.0018298260000000001,443,295,0.7336343000000001,0.08270676,0.646204,0.6142857,0.7612079,0.4880306,0.2433962,0.8196481,0.7266187,0.7816666999999999,0.424231,633.1578,Service Delivery Site,Permanent,All Other Clinic Types
"FAMILY HEALTH CENTER, INC.",KALAMAZOO,Michigan,Kalamazoo,2018,MI,31875,0.32238429999999996,0.6332549,0.04436078,0.5535498000000001,0.10422060000000001,0.45080070000000005,0.009564994,0.002711914,0.001282662,0.02360098,0.07203137,0.9440811,0.8261119,0.4292879,0.3294499,0.09497724,0.146285,0.8968258,0.13996129999999998,0.07417304,0.01211647,0.0,0.06926657,0.34466220000000003,0.3111534,0.04269776,0.0033554229999999997,436,208,0.7912844,0.1989796,0.9311700999999999,0.9799113000000002,0.9907209000000001,0.175,0.6196079000000001,0.9325843,0.8214286,0.68,0.5829535,927.7413,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"FAMILY HEALTH CENTER, INC.",KALAMAZOO,Michigan,Kalamazoo,2018,MI,31875,0.32238429999999996,0.6332549,0.04436078,0.5535498000000001,0.10422060000000001,0.45080070000000005,0.009564994,0.002711914,0.001282662,0.02360098,0.07203137,0.9440811,0.8261119,0.4292879,0.3294499,0.09497724,0.146285,0.8968258,0.13996129999999998,0.07417304,0.01211647,0.0,0.06926657,0.34466220000000003,0.3111534,0.04269776,0.0033554229999999997,436,208,0.7912844,0.1989796,0.9311700999999999,0.9799113000000002,0.9907209000000001,0.175,0.6196079000000001,0.9325843,0.8214286,0.68,0.5829535,927.7413,Service Delivery Site,Permanent,All Other Clinic Types
"FAMILY HEALTH CENTER, INC.",KALAMAZOO,Michigan,Kalamazoo,2018,MI,31875,0.32238429999999996,0.6332549,0.04436078,0.5535498000000001,0.10422060000000001,0.45080070000000005,0.009564994,0.002711914,0.001282662,0.02360098,0.07203137,0.9440811,0.8261119,0.4292879,0.3294499,0.09497724,0.146285,0.8968258,0.13996129999999998,0.07417304,0.01211647,0.0,0.06926657,0.34466220000000003,0.3111534,0.04269776,0.0033554229999999997,436,208,0.7912844,0.1989796,0.9311700999999999,0.9799113000000002,0.9907209000000001,0.175,0.6196079000000001,0.9325843,0.8214286,0.68,0.5829535,923.0244,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"FAMILY HEALTH CENTER, INC.",KALAMAZOO,Michigan,Kalamazoo,2018,MI,31875,0.32238429999999996,0.6332549,0.04436078,0.5535498000000001,0.10422060000000001,0.45080070000000005,0.009564994,0.002711914,0.001282662,0.02360098,0.07203137,0.9440811,0.8261119,0.4292879,0.3294499,0.09497724,0.146285,0.8968258,0.13996129999999998,0.07417304,0.01211647,0.0,0.06926657,0.34466220000000003,0.3111534,0.04269776,0.0033554229999999997,436,208,0.7912844,0.1989796,0.9311700999999999,0.9799113000000002,0.9907209000000001,0.175,0.6196079000000001,0.9325843,0.8214286,0.68,0.5829535,923.0244,Service Delivery Site,Permanent,All Other Clinic Types
"FAMILY HEALTH CENTER, INC.",KALAMAZOO,Michigan,Kalamazoo,2018,MI,31875,0.32238429999999996,0.6332549,0.04436078,0.5535498000000001,0.10422060000000001,0.45080070000000005,0.009564994,0.002711914,0.001282662,0.02360098,0.07203137,0.9440811,0.8261119,0.4292879,0.3294499,0.09497724,0.146285,0.8968258,0.13996129999999998,0.07417304,0.01211647,0.0,0.06926657,0.34466220000000003,0.3111534,0.04269776,0.0033554229999999997,436,208,0.7912844,0.1989796,0.9311700999999999,0.9799113000000002,0.9907209000000001,0.175,0.6196079000000001,0.9325843,0.8214286,0.68,0.5829535,633.1578,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"FAMILY HEALTH CENTER, INC.",KALAMAZOO,Michigan,Kalamazoo,2018,MI,31875,0.32238429999999996,0.6332549,0.04436078,0.5535498000000001,0.10422060000000001,0.45080070000000005,0.009564994,0.002711914,0.001282662,0.02360098,0.07203137,0.9440811,0.8261119,0.4292879,0.3294499,0.09497724,0.146285,0.8968258,0.13996129999999998,0.07417304,0.01211647,0.0,0.06926657,0.34466220000000003,0.3111534,0.04269776,0.0033554229999999997,436,208,0.7912844,0.1989796,0.9311700999999999,0.9799113000000002,0.9907209000000001,0.175,0.6196079000000001,0.9325843,0.8214286,0.68,0.5829535,633.1578,Service Delivery Site,Permanent,All Other Clinic Types
"FAMILY HEALTH CENTER, INC.",KALAMAZOO,Michigan,Kalamazoo,2018,MI,31875,0.32238429999999996,0.6332549,0.04436078,0.5535498000000001,0.10422060000000001,0.45080070000000005,0.009564994,0.002711914,0.001282662,0.02360098,0.07203137,0.9440811,0.8261119,0.4292879,0.3294499,0.09497724,0.146285,0.8229646999999999,0.30054899999999996,0.21016469999999998,0.003952941,0.0,0.0,0.2832159,0.1359062,0.05501759,0.0023116639999999997,1166,699,0.6972556,0.09659091,0.5585998999999999,0.7964979999999999,0.7693924,0.4542454000000001,0.5346386,0.9778761,0.8987341999999999,0.8554360999999999,0.6313989000000001,927.7413,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"FAMILY HEALTH CENTER, INC.",KALAMAZOO,Michigan,Kalamazoo,2018,MI,31875,0.32238429999999996,0.6332549,0.04436078,0.5535498000000001,0.10422060000000001,0.45080070000000005,0.009564994,0.002711914,0.001282662,0.02360098,0.07203137,0.9440811,0.8261119,0.4292879,0.3294499,0.09497724,0.146285,0.8229646999999999,0.30054899999999996,0.21016469999999998,0.003952941,0.0,0.0,0.2832159,0.1359062,0.05501759,0.0023116639999999997,1166,699,0.6972556,0.09659091,0.5585998999999999,0.7964979999999999,0.7693924,0.4542454000000001,0.5346386,0.9778761,0.8987341999999999,0.8554360999999999,0.6313989000000001,927.7413,Service Delivery Site,Permanent,All Other Clinic Types
"FAMILY HEALTH CENTER, INC.",KALAMAZOO,Michigan,Kalamazoo,2018,MI,31875,0.32238429999999996,0.6332549,0.04436078,0.5535498000000001,0.10422060000000001,0.45080070000000005,0.009564994,0.002711914,0.001282662,0.02360098,0.07203137,0.9440811,0.8261119,0.4292879,0.3294499,0.09497724,0.146285,0.8229646999999999,0.30054899999999996,0.21016469999999998,0.003952941,0.0,0.0,0.2832159,0.1359062,0.05501759,0.0023116639999999997,1166,699,0.6972556,0.09659091,0.5585998999999999,0.7964979999999999,0.7693924,0.4542454000000001,0.5346386,0.9778761,0.8987341999999999,0.8554360999999999,0.6313989000000001,923.0244,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"FAMILY HEALTH CENTER, INC.",KALAMAZOO,Michigan,Kalamazoo,2018,MI,31875,0.32238429999999996,0.6332549,0.04436078,0.5535498000000001,0.10422060000000001,0.45080070000000005,0.009564994,0.002711914,0.001282662,0.02360098,0.07203137,0.9440811,0.8261119,0.4292879,0.3294499,0.09497724,0.146285,0.8229646999999999,0.30054899999999996,0.21016469999999998,0.003952941,0.0,0.0,0.2832159,0.1359062,0.05501759,0.0023116639999999997,1166,699,0.6972556,0.09659091,0.5585998999999999,0.7964979999999999,0.7693924,0.4542454000000001,0.5346386,0.9778761,0.8987341999999999,0.8554360999999999,0.6313989000000001,923.0244,Service Delivery Site,Permanent,All Other Clinic Types
"FAMILY HEALTH CENTER, INC.",KALAMAZOO,Michigan,Kalamazoo,2018,MI,31875,0.32238429999999996,0.6332549,0.04436078,0.5535498000000001,0.10422060000000001,0.45080070000000005,0.009564994,0.002711914,0.001282662,0.02360098,0.07203137,0.9440811,0.8261119,0.4292879,0.3294499,0.09497724,0.146285,0.8229646999999999,0.30054899999999996,0.21016469999999998,0.003952941,0.0,0.0,0.2832159,0.1359062,0.05501759,0.0023116639999999997,1166,699,0.6972556,0.09659091,0.5585998999999999,0.7964979999999999,0.7693924,0.4542454000000001,0.5346386,0.9778761,0.8987341999999999,0.8554360999999999,0.6313989000000001,633.1578,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"FAMILY HEALTH CENTER, INC.",KALAMAZOO,Michigan,Kalamazoo,2018,MI,31875,0.32238429999999996,0.6332549,0.04436078,0.5535498000000001,0.10422060000000001,0.45080070000000005,0.009564994,0.002711914,0.001282662,0.02360098,0.07203137,0.9440811,0.8261119,0.4292879,0.3294499,0.09497724,0.146285,0.8229646999999999,0.30054899999999996,0.21016469999999998,0.003952941,0.0,0.0,0.2832159,0.1359062,0.05501759,0.0023116639999999997,1166,699,0.6972556,0.09659091,0.5585998999999999,0.7964979999999999,0.7693924,0.4542454000000001,0.5346386,0.9778761,0.8987341999999999,0.8554360999999999,0.6313989000000001,633.1578,Service Delivery Site,Permanent,All Other Clinic Types
"FAMILY HEALTH CENTER, INC.",KALAMAZOO,Michigan,Kalamazoo,2018,MI,31875,0.32238429999999996,0.6332549,0.04436078,0.5535498000000001,0.10422060000000001,0.45080070000000005,0.009564994,0.002711914,0.001282662,0.02360098,0.07203137,0.9440811,0.8261119,0.4292879,0.3294499,0.09497724,0.146285,0.8229646999999999,0.30054899999999996,0.21016469999999998,0.003952941,0.0,0.0,0.29881729999999995,0.13030339999999999,0.07384111,0.0018298260000000001,443,295,0.7336343000000001,0.08270676,0.646204,0.6142857,0.7612079,0.4880306,0.2433962,0.8196481,0.7266187,0.7816666999999999,0.424231,927.7413,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"FAMILY HEALTH CENTER, INC.",KALAMAZOO,Michigan,Kalamazoo,2018,MI,31875,0.32238429999999996,0.6332549,0.04436078,0.5535498000000001,0.10422060000000001,0.45080070000000005,0.009564994,0.002711914,0.001282662,0.02360098,0.07203137,0.9440811,0.8261119,0.4292879,0.3294499,0.09497724,0.146285,0.8229646999999999,0.30054899999999996,0.21016469999999998,0.003952941,0.0,0.0,0.29881729999999995,0.13030339999999999,0.07384111,0.0018298260000000001,443,295,0.7336343000000001,0.08270676,0.646204,0.6142857,0.7612079,0.4880306,0.2433962,0.8196481,0.7266187,0.7816666999999999,0.424231,927.7413,Service Delivery Site,Permanent,All Other Clinic Types
"FAMILY HEALTH CENTER, INC.",KALAMAZOO,Michigan,Kalamazoo,2018,MI,31875,0.32238429999999996,0.6332549,0.04436078,0.5535498000000001,0.10422060000000001,0.45080070000000005,0.009564994,0.002711914,0.001282662,0.02360098,0.07203137,0.9440811,0.8261119,0.4292879,0.3294499,0.09497724,0.146285,0.8229646999999999,0.30054899999999996,0.21016469999999998,0.003952941,0.0,0.0,0.29881729999999995,0.13030339999999999,0.07384111,0.0018298260000000001,443,295,0.7336343000000001,0.08270676,0.646204,0.6142857,0.7612079,0.4880306,0.2433962,0.8196481,0.7266187,0.7816666999999999,0.424231,923.0244,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"FAMILY HEALTH CENTER, INC.",KALAMAZOO,Michigan,Kalamazoo,2018,MI,31875,0.32238429999999996,0.6332549,0.04436078,0.5535498000000001,0.10422060000000001,0.45080070000000005,0.009564994,0.002711914,0.001282662,0.02360098,0.07203137,0.9440811,0.8261119,0.4292879,0.3294499,0.09497724,0.146285,0.8229646999999999,0.30054899999999996,0.21016469999999998,0.003952941,0.0,0.0,0.29881729999999995,0.13030339999999999,0.07384111,0.0018298260000000001,443,295,0.7336343000000001,0.08270676,0.646204,0.6142857,0.7612079,0.4880306,0.2433962,0.8196481,0.7266187,0.7816666999999999,0.424231,923.0244,Service Delivery Site,Permanent,All Other Clinic Types
